Type,Release Year,Purchase Amtount
New,2018,7.39
Original,2017,27.38
Original,2017,6.9
New,2018,44.2
New,2018,49.33
New,2018,13.33
New,2018,32.07
Original,2018,4
Original,2017,12.06
New,2017,6.67
Original,2017,60.45
Original,2018,24.17
Original,2017,36.55
Original,2017,71.68
New,2018,56.17
Original,2017,21.8
New,2018,24.44
Original,2018,5.5
Original,2017,37.25
Original,2017,47.79
Original,2018,29.83
Original,2018,39.81
New,2017,44.15
Original,2017,23.39
Original,2018,14.68
New,2017,45.93
Original,2018,51.46
Original,2018,9.28
New,2018,33.68
New,2018,34.93
Original,2017,18.19
Original,2017,37.04
New,2018,6.52
Original,2017,49.86
Original,2017,0
New,2018,16.67
New,2018,63.55
Original,2018,19.67
Original,2017,53.76
New,2018,25.88
Original,2018,47.98
Original,2017,22.82
Original,2018,5.74
Original,2018,17.99
Original,2018,29.99
Original,2018,35.29
Original,2017,17
Original,2017,6.29
Original,2017,26.48
New,2017,14.99
Original,2018,73.99
Original,2017,4
New,2017,7.56
New,2018,6.84
New,2017,21.82
New,2017,19.67
New,2017,4.52
Original,2018,3.91
New,2020,12.48
Original,2017,8.48
New,2017,28.6
Original,2018,0
New,2017,27.62
New,2018,283.63
Original,2017,30.37
Original,2017,0
Original,2020,36.32
Original,2018,48.99
Original,2017,11.03
New,2018,41.58
Original,2017,17.96
New,2018,19.12
New,2018,49.74
New,2017,6.6
Original,2017,16.18
Original,2017,34.55
Original,2018,16.12
New,2018,17.27
Original,2017,11.08
New,2017,25.38
Original,2017,33.99
Original,2017,15.93
New,2017,34.75
New,2017,27.22
New,2017,14.63
New,2019,53.58
New,2017,19.96
Original,2017,23.43
Original,2017,6.88
New,2017,58.49
New,2017,22.62
New,2017,0
Original,2018,28.97
New,2018,16.62
New,2017,49.71
Original,2017,4
New,2018,0
Original,2017,36.88
New,2017,25.48
Original,2019,33.79
New,2017,29.64
New,2018,8.13
Original,2018,13.91
Original,2017,38.35
New,2017,11.33
Original,2018,73.71
New,2017,33.96
Original,2017,28.58
New,2019,0
Original,2018,51.3
Original,2017,85.89
New,2018,13.93
Original,2018,47.18
Original,2018,13.94
Original,2018,122.42
Original,2017,0
New,2017,32.2
Original,2017,41.66
Original,2017,18.93
Original,2018,12.91
Original,2017,21.75
Original,2018,35.02
Original,2018,21.07
Original,2017,19.97
New,2018,57.51
Original,2018,4
New,2017,46.93
Original,2018,11.29
Original,2017,56.74
New,2018,41.31
Original,2019,0
Original,2017,25.6
Original,2020,39.69
New,2018,20.82
Original,2018,46.95
New,2018,53.12
New,2018,26.46
Original,2018,12.72
Original,2017,29.08
New,2017,67.44
Original,2018,0
Original,2018,50.99
New,2017,4.77
New,2017,38.48
Original,2017,4.46
Original,2019,57.98
New,2018,15.1
New,2018,28.7
Original,2017,21.47
Original,2017,30.13
New,2017,53.73
New,2019,0
New,2018,16.91
New,2017,19.93
Original,2017,43.92
New,2018,20.66
Original,2018,24.53
New,2017,35.85
Original,2017,50.59
New,2018,177.79
New,2018,40.38
Original,2017,49.11
Original,2017,10.95
Original,2019,128.99
New,2018,14.65
Original,2018,33.18
New,2018,35.64
New,2018,8.02
Original,2018,209.89
Original,2018,46.42
Original,2017,7.29
New,2017,44.53
New,2017,9.07
Original,2017,14.76
New,2017,24.59
Original,2017,48.84
New,2018,65.84
New,2019,24.42
New,2020,13.81
Original,2017,0
Original,2018,25.68
New,2017,30
New,2017,15.85
New,2018,21.78
Original,2018,43.9
Original,2017,5.97
New,2017,18.44
Original,2018,4
Original,2019,51.28
Original,2017,18.94
New,2017,44.57
New,2018,8.04
New,2018,11.86
Original,2018,54.28
Original,2018,17.94
New,2017,40.34
New,2018,24.37
New,2017,20.56
New,2017,0
Original,2017,38.51
New,2017,41.69
New,2018,12.6
Original,2017,43.98
New,2018,27.76
Original,2017,34.26
Original,2017,16.53
New,2018,29.83
Original,2018,232.91
New,2018,40.18
Original,2018,27.99
Original,2017,34.73
Original,2018,20.77
New,2017,40.46
New,2017,14.9
New,2017,24.95
New,2017,10.82
Original,2017,38.12
Original,2019,43.95
New,2018,18.36
New,2017,31.19
Original,2017,25.04
New,2017,44.32
Original,2018,7.97
New,2017,21.81
Original,2018,46.13
New,2017,21.7
Original,2017,43.24
Original,2018,18.04
New,2017,4.69
Original,2017,31.13
New,2018,0
Original,2017,33.98
Original,2017,67.94
New,2017,23.19
New,2017,29.18
New,2017,5.91
Original,2018,89.98
Original,2017,9.08
Original,2017,25.89
Original,2017,47.14
Original,2017,11.88
Original,2017,20.35
Original,2017,28.84
Original,2018,28.93
New,2017,10.34
New,2018,142.27
New,2017,26.85
Original,2019,43.98
New,2018,4.45
Original,2018,113.97
New,2018,12.6
New,2018,35.43
New,2018,0
Original,2018,35.24
Original,2018,11.21
New,2019,28.03
New,2018,0
New,2017,14.74
Original,2018,16.38
Original,2018,63.15
Original,2017,15.26
Original,2017,47.93
New,2017,46.31
Original,2018,29.49
New,2018,34.21
Original,2017,6.4
Original,2018,9.95
Original,2017,22.14
Original,2017,16.45
New,2017,16.79
Original,2017,6.88
New,2017,8.29
New,2017,27.44
New,2018,7.41
New,2017,8.81
New,2017,48.6
Original,2018,16.58
Original,2018,4.71
New,2018,24.23
New,2017,16.29
New,2017,12.78
New,2019,19.97
New,2017,31.23
Original,2018,18.93
New,2017,39.44
Original,2020,72.19
Original,2018,12.66
Original,2018,21.18
New,2017,4.61
Original,2017,23.24
Original,2018,9.48
Original,2017,31.35
New,2017,6.02
New,2018,18.79
Original,2018,21.16
Original,2017,4.46
Original,2020,34.1
Original,2018,27.94
New,2018,36.76
New,2017,21.53
Original,2017,33.49
New,2019,65.89
Original,2017,40.99
Original,2018,40.48
New,2018,62.86
New,2017,4.47
New,2018,0
Original,2018,34.31
New,2018,47.07
New,2018,17.08
New,2017,9.84
New,2017,19.32
Original,2018,36.44
Original,2018,38.55
Original,2018,19.97
Original,2017,16.48
New,2018,19.81
New,2017,17.31
Original,2018,11.53
New,2018,39.66
Original,2020,38.09
Original,2017,36.98
New,2018,28.33
New,2018,0
Original,2018,8.76
Original,2017,21.48
New,2020,9.51
Original,2017,36.79
Original,2018,27.77
Original,2017,23.79
Original,2018,14.98
New,2017,8.37
Original,2018,19.73
New,2018,15.97
New,2018,13.7
Original,2020,0
New,2017,29.89
Original,2017,48.5
New,2017,6.32
New,2020,38.81
Original,2018,29.98
New,2018,12.94
Original,2017,4
New,2020,0
Original,2017,54.86
New,2017,12.89
New,2017,0
Original,2017,3.83
New,2017,34.77
New,2017,54.45
Original,2018,21.19
Original,2018,0
Original,2018,18.95
New,2019,31.94
New,2018,34.63
Original,2018,17.89
New,2018,23.32
Original,2017,36.04
Original,2018,10.14
New,2018,10.47
New,2018,16.61
Original,2017,26.76
New,2017,28.47
New,2018,34.8
New,2018,4.56
New,2018,16.1
Original,2017,6.33
Original,2017,4.8
New,2017,45.31
New,2020,22.09
Original,2017,37.09
Original,2018,17.19
New,2018,15.67
New,2017,12.55
Original,2018,7.32
New,2018,21.12
New,2017,33.59
New,2017,5.97
Original,2019,4
New,2017,22.48
New,2018,28.55
Original,2017,9.91
Original,2017,29.49
Original,2017,6.44
New,2020,45.97
Original,2017,13.92
New,2018,34.32
Original,2017,4
Original,2017,41.45
New,2018,9.23
Original,2017,0
Original,2018,46.01
Original,2018,11.62
Original,2018,56.19
Original,2018,28.98
Original,2018,13.21
New,2017,26.6
New,2017,4.79
Original,2017,17.83
New,2018,49.84
Original,2018,18.2
New,2017,0
Original,2017,19.67
New,2018,34.45
Original,2017,10.79
New,2018,8.64
New,2017,5.66
Original,2017,38.25
New,2020,9.33
Original,2017,42.71
New,2018,32.39
Original,2017,22.58
Original,2018,0
New,2019,166.55
Original,2018,22.5
New,2017,29.04
New,2017,21.72
Original,2017,26.82
Original,2018,49.37
Original,2018,15.47
Original,2018,20.7
Original,2019,0
Original,2017,28.97
Original,2018,20.03
New,2017,43.8
Original,2019,98.45
Original,2017,13.95
New,2018,54.15
New,2018,37.69
Original,2017,118.97
Original,2017,16
Original,2018,27.99
New,2017,31.43
Original,2017,13.58
Original,2018,54.48
Original,2017,31.73
New,2017,28.49
Original,2018,0
New,2017,42.14
New,2018,30.48
New,2018,28.24
New,2017,25.84
New,2017,22.68
Original,2017,0
New,2018,10.75
New,2018,29.21
New,2018,12.87
Original,2018,19.8
New,2020,6.01
Original,2020,28.45
Original,2017,22.03
New,2017,27.8
New,2018,0
New,2018,5.25
Original,2018,14.58
New,2018,8.36
Original,2018,53.46
New,2020,28.18
New,2017,0
New,2018,14.79
Original,2020,15.36
New,2018,18.79
New,2017,4.79
Original,2018,32.68
Original,2017,12.07
New,2018,10.59
New,2018,29.06
Original,2017,29.7
Original,2017,0
Original,2018,0
Original,2018,26.41
Original,2017,11.44
Original,2017,16.92
Original,2017,11.12
New,2018,19.62
Original,2017,22.82
Original,2018,127.68
Original,2018,5.79
Original,2017,24.25
New,2018,18.03
Original,2018,66.95
New,2018,17.21
New,2017,44.44
Original,2018,14.34
Original,2017,9.09
Original,2018,23.99
Original,2019,4.58
Original,2019,42.45
New,2017,18.91
Original,2017,22.06
Original,2018,43.58
New,2017,38.11
New,2018,29.75
New,2017,10.09
New,2017,8.83
New,2018,15.22
New,2018,39.28
New,2018,48.8
New,2017,24.57
New,2017,10.54
Original,2018,45.99
New,2017,10.3
New,2018,14.83
New,2017,9.45
Original,2018,34.25
New,2017,4.4
New,2018,15.03
New,2017,39.24
Original,2017,11.66
New,2017,20.92
New,2017,11.64
New,2017,41.95
New,2018,61.42
New,2018,12.22
New,2017,26.24
Original,2017,11.98
Original,2018,20.08
New,2017,13.47
Original,2020,22.78
New,2018,51.91
Original,2017,52.62
Original,2017,55.12
Original,2018,22.28
New,2018,16.66
Original,2018,8.99
Original,2018,9.98
Original,2017,5.8
Original,2017,0
New,2017,38.71
New,2018,4.36
New,2018,37.62
Original,2017,185.24
New,2018,10.14
Original,2018,49.97
New,2017,37.9
New,2018,43.93
New,2017,29.49
Original,2019,51.95
New,2020,33.48
New,2017,15.97
Original,2018,44.97
New,2017,18.66
Original,2017,36.85
Original,2017,34.89
Original,2017,43.93
New,2018,37.4
Original,2017,7.32
New,2017,153.35
Original,2018,5.99
New,2018,10.77
Original,2018,20.2
New,2017,10.19
Original,2017,9.47
Original,2018,18.83
Original,2017,11.34
Original,2018,40.46
New,2018,48.95
New,2018,70.57
New,2017,4.51
New,2017,35.46
New,2018,4.87
New,2017,28.46
Original,2018,19.63
New,2017,20.33
New,2018,0
Original,2017,9.64
New,2018,5.18
Original,2018,0
Original,2018,53.46
Original,2018,45.7
New,2018,0
Original,2017,20.1
Original,2017,4
New,2017,7.72
New,2017,6.89
Original,2017,33.99
New,2017,29.61
Original,2018,11.97
Original,2018,49.19
Original,2018,51.96
Original,2018,36.71
Original,2017,21.66
Original,2018,103.98
Original,2020,35.05
Original,2018,4
New,2017,61.19
Original,2018,0
Original,2020,30.28
Original,2018,0
Original,2018,26.69
New,2017,22.99
Original,2017,24.95
Original,2017,51.99
Original,2018,36.4
New,2020,15.21
New,2017,10.92
Original,2019,17.57
New,2017,4.6
New,2017,37.7
New,2018,38.13
Original,2018,0
Original,2017,57.95
Original,2018,21.9
New,2017,12.8
Original,2017,37.64
New,2017,5.75
New,2017,20.57
New,2018,19.66
Original,2018,53.98
Original,2018,42.78
Original,2017,14.69
Original,2018,4.52
Original,2017,30.31
Original,2018,33.86
New,2017,41.87
Original,2018,4
Original,2017,23.98
Original,2019,20.95
New,2018,34.99
New,2017,79.4
New,2018,17
Original,2017,47.68
New,2017,31.64
Original,2020,49.48
New,2017,5.04
New,2017,4.92
Original,2018,27.26
New,2017,45.69
New,2019,0
New,2017,30.23
Original,2017,15.29
New,2017,98.03
New,2017,5.08
New,2017,0
New,2017,13.58
Original,2017,14.19
Original,2018,30.99
Original,2017,0
New,2017,24.54
New,2020,35.86
New,2017,22.68
New,2017,31.57
New,2018,23.09
New,2020,19.99
New,2018,30.23
Original,2017,69.75
New,2018,33.4
New,2017,36.32
Original,2020,38.53
New,2017,0
Original,2018,30.78
Original,2018,17.98
Original,2017,15.27
New,2017,16.98
Original,2017,42.78
New,2018,0
Original,2018,0
Original,2018,29.86
Original,2018,18.99
New,2017,21.72
New,2018,10.56
New,2018,45.82
New,2017,8.83
Original,2018,11.43
New,2018,47.03
Original,2020,8.13
New,2018,9.23
Original,2017,40.98
Original,2018,9.57
Original,2017,17.12
New,2017,21.08
Original,2017,26.4
Original,2018,108.42
Original,2017,17.97
Original,2018,20.29
New,2017,13.96
Original,2018,15.6
Original,2017,9.1
New,2017,29.5
New,2018,13.18
Original,2017,40.64
Original,2017,5.03
Original,2017,16.7
New,2017,9.18
Original,2019,59.24
Original,2017,31.99
New,2018,34.54
New,2018,24.35
New,2018,25.72
New,2017,36.54
Original,2017,20.81
Original,2018,21.48
Original,2018,17.28
Original,2018,131.76
New,2019,32.98
Original,2017,13.88
Original,2017,22.77
Original,2017,23.94
New,2018,13.3
New,2018,16.33
New,2018,30.69
Original,2017,11.04
Original,2018,14.49
New,2018,31.64
Original,2018,24.42
New,2017,0
New,2018,8.95
Original,2018,19.17
New,2017,50.01
New,2018,34.49
New,2018,32.62
Original,2018,28.99
Original,2018,29.94
Original,2017,47.99
New,2017,9.03
New,2018,9.97
Original,2018,6.94
Original,2018,65.04
Original,2017,17.97
New,2017,25.67
Original,2017,5.94
Original,2017,32.97
New,2018,38.89
New,2017,14.78
Original,2017,16.33
New,2017,34.16
New,2017,22.28
New,2018,4.7
Original,2017,26.72
New,2017,30.97
New,2018,38.58
New,2017,26.02
New,2018,25.17
New,2018,11.26
Original,2017,47.18
Original,2017,0
New,2020,28.07
Original,2018,30.23
Original,2019,0
New,2018,44.18
Original,2017,14.21
Original,2017,20.99
Original,2017,14.96
Original,2018,26.99
Original,2018,21.38
Original,2018,19.45
Original,2018,16.73
New,2017,32.66
New,2018,16.87
New,2017,25.11
Original,2018,12.28
Original,2017,28.46
New,2018,47.27
New,2018,17.68
Original,2017,24.74
Original,2020,38.73
New,2018,146.52
Original,2017,26.03
Original,2017,14.38
New,2017,74.88
New,2017,18.74
Original,2017,24.05
New,2018,4.49
New,2018,30.09
New,2017,21.5
Original,2018,6.84
New,2018,39.53
Original,2018,23.5
New,2017,18.1
Original,2018,17.9
New,2019,28.01
Original,2017,13.97
Original,2018,18.48
New,2018,50.91
Original,2017,5.19
New,2018,19.28
Original,2018,44.17
Original,2017,20.35
New,2017,23.76
Original,2017,87.99
Original,2017,19.19
Original,2017,31.98
Original,2017,68.44
New,2018,44.24
Original,2018,21.25
New,2018,16.75
Original,2017,4.76
New,2017,34.56
Original,2017,46.99
Original,2018,126.6
Original,2018,17.32
Original,2017,43.62
New,2017,32.58
Original,2018,28.28
New,2017,32.05
New,2018,28.17
New,2018,7.63
New,2020,18.85
New,2018,13.9
New,2017,7.06
Original,2017,13.98
New,2017,7.32
Original,2017,38.7
New,2018,17.48
Original,2017,8.64
New,2017,13.94
New,2020,19.24
Original,2017,118.99
Original,2017,7.34
Original,2017,99.95
New,2018,0
Original,2017,32.89
New,2018,21.73
New,2017,40.51
Original,2017,43.51
Original,2020,38.83
New,2017,0
New,2017,26.7
New,2018,20.09
Original,2018,10.29
Original,2018,55.49
Original,2017,4.55
New,2017,28.04
New,2018,34.07
New,2018,14.39
New,2017,56.13
Original,2018,46.89
New,2017,25.42
New,2020,31.55
Original,2018,89.71
Original,2017,42.98
New,2018,24.78
New,2018,45.14
New,2017,41.16
New,2017,14.63
Original,2017,18.99
New,2018,14.29
Original,2018,156.99
New,2017,21.48
New,2017,17.07
New,2017,20.1
Original,2018,42.03
Original,2018,46.37
New,2018,37.29
Original,2017,33.98
Original,2019,0
New,2017,12.3
Original,2017,4.73
New,2018,40.66
New,2017,38.04
New,2017,55.43
New,2017,7.97
Original,2018,0
New,2017,23.13
Original,2017,17.58
Original,2017,11.49
New,2017,17.08
Original,2018,32.77
New,2018,15.32
New,2018,14.89
New,2017,4.74
Original,2018,38.61
New,2018,19.12
Original,2017,81.33
Original,2020,30.87
Original,2018,8.27
Original,2017,0
Original,2018,21.26
New,2017,32.08
Original,2017,20.97
Original,2017,4.03
New,2018,22.09
New,2017,13.72
Original,2018,23.09
Original,2018,18.79
New,2017,4.47
New,2017,17.13
Original,2017,50.96
Original,2017,8.4
New,2017,7.49
New,2018,48.43
Original,2020,24.8
Original,2017,47.39
Original,2018,28.98
New,2017,11.99
New,2020,14.02
Original,2017,13.98
New,2017,10.85
Original,2018,68.5
New,2018,14.89
New,2017,15.48
Original,2017,11.56
Original,2018,4.5
New,2018,5.27
New,2018,49.13
Original,2017,19.25
Original,2018,60.65
New,2018,89.63
Original,2017,0
Original,2018,18.89
New,2018,10.65
Original,2017,6.94
New,2018,16
Original,2018,48.63
New,2018,13.7
Original,2017,15.97
Original,2017,83.99
New,2017,34.69
Original,2018,18.96
Original,2017,28.8
New,2020,39.78
New,2017,47.3
Original,2017,33.23
Original,2017,29.34
Original,2017,28.97
Original,2018,19.25
New,2020,18.16
New,2018,21.66
Original,2017,34.59
New,2018,45.53
Original,2018,5.9
New,2018,26.8
New,2017,19.35
New,2018,0
New,2019,30.34
New,2018,12.77
New,2018,18.38
New,2018,0
New,2018,28.67
New,2018,11.29
New,2018,4.59
New,2017,10.7
Original,2018,32.7
Original,2017,37.56
Original,2017,23.13
Original,2018,61.52
New,2020,33.91
New,2017,0
New,2018,5
New,2017,13.62
New,2018,38.28
Original,2018,16.97
Original,2018,26.99
New,2018,20.04
New,2017,5.63
Original,2018,44.99
New,2019,58.58
New,2018,0
New,2018,33.79
Original,2018,16.74
Original,2018,23.24
Original,2018,41.89
New,2017,4.41
Original,2017,39.59
New,2017,17.44
Original,2018,18.94
New,2018,110.73
Original,2017,27.82
Original,2017,15.53
Original,2018,7.97
New,2017,16.46
Original,2017,9.99
New,2018,8.75
Original,2017,86
Original,2017,17.02
Original,2017,23.99
Original,2017,20.94
Original,2018,31.79
Original,2017,19.21
Original,2017,23.6
Original,2018,0
Original,2017,18.16
New,2017,35.08
Original,2017,20.59
Original,2017,28.98
Original,2018,16.43
Original,2017,24.48
Original,2018,50.44
Original,2017,25.25
New,2017,27.18
New,2017,20.22
New,2017,0
Original,2017,53.99
Original,2018,103.87
Original,2019,44.44
New,2017,31.95
New,2019,29.87
Original,2017,16.18
New,2018,16.27
Original,2018,12.12
Original,2017,26.34
Original,2017,10.8
Original,2018,23.96
