ID,Gender,Loyal,Age,Class,Flight distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
40678,Female,Yes,28,Business,3409,3,3,5,3,3,3,3,3,3,3,1,3,1,3,0,0,1
2845,Male,Yes,38,Business,3227,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,1
58255,Male,Yes,60,Business,2072,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0,1
36990,Male,No,30,Eco,667,4,4,5,4,2,5,2,2,4,1,3,2,3,2,20,21,0
95176,Female,Yes,59,Eco,248,2,4,2,2,5,5,4,2,2,2,2,5,2,3,16,5,0
97924,Female,Yes,31,Business,401,4,4,4,4,2,2,2,2,4,3,4,4,4,2,0,0,1
44742,Female,Yes,28,Eco Plus,67,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0,0
66520,Female,No,20,Business,447,5,4,5,2,5,5,5,5,5,2,5,5,4,5,4,11,1
95046,Male,Yes,65,Eco,239,2,4,2,4,4,2,4,4,5,4,5,5,4,4,0,0,0
8476,Male,Yes,65,Eco,1187,3,2,2,2,3,3,3,3,3,1,4,1,3,3,25,18,0
61994,Female,Yes,51,Business,2586,2,2,2,2,3,5,5,4,4,4,4,4,4,5,2,0,1
941,Female,Yes,45,Business,1749,2,5,5,5,5,4,4,2,2,2,2,3,2,3,0,0,0
80065,Male,Yes,33,Eco,1096,1,0,1,3,5,1,5,5,5,2,5,5,4,5,122,112,0
85026,Female,Yes,41,Eco,1590,4,5,4,5,1,4,1,1,4,3,5,5,4,1,9,0,0
95737,Female,No,33,Business,181,2,2,2,4,1,2,1,1,3,3,5,3,4,1,7,5,0
24090,Female,No,24,Eco,554,3,5,3,2,3,3,3,3,5,3,3,5,3,3,0,0,0
46077,Male,Yes,44,Eco,541,4,2,2,2,5,4,5,5,4,1,1,5,4,5,6,10,1
2065,Male,Yes,24,Eco,812,1,4,4,4,1,1,4,1,1,5,4,3,4,1,30,33,0
46364,Male,No,29,Business,1081,4,4,4,3,2,4,1,2,2,1,2,3,1,2,0,0,1
69114,Female,No,43,Business,998,3,3,3,4,1,3,1,1,3,3,3,1,4,1,0,0,0
53103,Male,Yes,29,Business,1628,4,4,5,4,5,5,5,5,3,5,3,1,2,5,0,0,1
105951,Male,Yes,31,Business,2295,2,2,2,2,5,5,5,5,4,2,4,4,5,5,0,0,1
35065,Male,Yes,43,Business,2173,1,0,0,4,4,3,3,4,4,0,4,4,4,1,0,0,0
33834,Female,Yes,44,Business,1698,2,3,3,4,1,1,5,4,4,3,4,3,4,2,0,0,0
104871,Female,Yes,61,Eco,327,2,2,5,5,2,4,4,2,2,2,2,2,2,2,37,30,0
34881,Male,Yes,31,Eco Plus,2248,0,0,0,3,0,3,1,4,2,4,2,1,4,1,48,63,1
92291,Female,No,39,Business,1814,1,1,1,5,5,1,5,5,3,5,3,3,5,5,33,30,0
102843,Male,Yes,47,Business,1562,4,4,4,4,3,4,5,5,5,5,5,3,5,3,5,10,1
36935,Female,Yes,57,Eco,867,1,3,0,3,3,3,2,5,5,0,5,4,5,4,24,66,0
122244,Male,Yes,44,Business,2771,1,1,3,1,5,4,4,4,4,4,4,4,4,3,0,0,1
79387,Male,Yes,56,Business,3705,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0,1
19831,Female,Yes,56,Eco,528,3,5,3,4,5,5,2,5,5,3,3,3,5,2,0,0,0
78568,Female,No,50,Business,630,4,4,4,5,1,4,1,1,3,4,5,3,5,1,0,13,0
40089,Male,Yes,45,Eco,200,4,4,4,4,4,4,4,4,5,3,1,1,1,4,6,6,1
71328,Male,Yes,54,Business,1514,3,3,3,3,2,3,3,3,3,3,3,1,3,4,12,10,0
21461,Female,Yes,56,Eco,331,4,5,5,5,3,5,4,4,4,4,4,5,4,5,0,0,1
24783,Female,Yes,43,Eco,432,2,5,2,4,4,5,5,2,2,2,2,5,2,5,0,0,0
83804,Female,Yes,33,Business,2763,3,3,3,3,5,4,5,5,5,5,5,4,5,4,12,10,1
64813,Male,Yes,31,Eco,247,2,3,3,3,2,2,2,2,4,5,2,3,2,2,14,10,0
74042,Female,No,25,Business,1194,0,0,0,3,1,0,1,1,5,4,5,5,5,1,0,0,1
1516,Male,Yes,36,Business,2041,5,5,4,5,3,5,5,5,5,4,5,3,5,3,0,5,1
102345,Female,Yes,39,Eco,391,1,4,4,4,1,1,1,1,3,2,4,3,4,1,0,0,0
83,Male,Yes,58,Eco,215,2,2,2,4,2,4,4,3,2,3,4,4,3,4,254,254,0
33330,Female,No,16,Eco,1232,3,3,3,1,1,3,1,1,3,1,3,4,1,1,2,0,0
23662,Male,Yes,47,Business,196,4,4,4,4,1,1,3,4,4,4,3,1,4,3,0,0,1
121414,Male,Yes,44,Business,1621,4,4,4,4,3,5,4,5,5,5,5,4,5,5,0,0,1
85401,Female,Yes,49,Business,2889,3,3,3,3,5,4,5,4,4,4,5,4,4,3,18,18,1
54532,Female,Yes,19,Eco,925,3,4,4,4,1,4,1,1,5,5,4,4,4,1,4,0,0
40788,Female,Yes,43,Eco,584,4,1,1,1,3,2,5,4,4,4,4,4,4,2,0,0,1
32973,Male,Yes,32,Eco,163,1,4,1,4,5,1,5,5,5,5,4,3,5,5,0,0,0
6426,Male,Yes,39,Eco,296,2,3,1,4,2,1,5,2,2,2,3,3,4,2,1,8,0
104754,Female,Yes,22,Eco,1246,4,5,4,2,4,4,5,4,4,5,4,4,4,4,77,83,0
79677,Male,Yes,40,Eco,760,1,4,1,4,2,1,2,2,5,4,5,4,4,2,7,0,0
19930,Female,Yes,70,Eco,296,2,5,2,1,5,5,5,3,3,2,3,4,3,5,1,13,0
119807,Female,Yes,37,Business,936,3,2,3,2,5,3,3,3,3,3,3,4,3,4,0,0,0
53076,Female,Yes,27,Eco Plus,1208,2,4,4,4,2,2,2,2,1,1,4,4,3,2,3,17,0
80610,Female,Yes,49,Business,3705,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0,1
45762,Female,Yes,57,Eco,216,3,2,2,2,1,1,3,3,3,3,3,2,3,2,0,0,1
51846,Female,Yes,48,Eco Plus,425,3,0,3,3,2,3,4,3,3,3,4,5,3,4,0,0,0
57674,Male,Yes,53,Business,2564,3,3,3,3,5,5,4,4,4,4,5,5,4,3,0,0,1
19268,Female,Yes,55,Business,1017,1,4,4,4,3,3,3,1,1,1,1,3,1,1,1,0,0
27514,Male,Yes,70,Eco,954,4,3,4,3,4,4,4,4,2,4,2,2,4,4,13,0,1
39738,Male,Yes,36,Eco,320,3,5,1,3,3,1,3,3,5,5,2,2,5,3,0,9,0
122102,Female,Yes,9,Eco,130,1,2,1,3,3,1,4,3,5,2,4,3,4,3,0,0,0
68841,Male,Yes,52,Business,936,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,1
69910,Female,No,27,Eco,1067,4,4,4,3,4,4,4,4,3,4,4,1,4,4,0,0,0
7131,Male,Yes,50,Business,1526,2,2,2,2,3,5,5,3,3,4,5,3,3,5,0,22,1
1783,Female,No,24,Eco,408,2,0,2,2,4,2,4,4,5,5,5,4,5,4,39,51,0
23903,Female,No,43,Eco,589,2,5,3,3,2,3,3,2,4,2,4,3,4,2,0,0,0
89866,Female,Yes,50,Business,1501,3,3,3,3,2,5,4,4,4,4,4,3,4,3,0,0,1
8603,Male,No,38,Business,109,3,3,3,1,3,3,3,3,4,4,4,4,4,3,0,0,0
24173,Male,Yes,68,Business,134,3,2,1,1,3,3,3,3,1,4,4,3,1,3,131,151,0
7893,Female,Yes,17,Eco,948,2,4,3,3,4,3,4,4,5,1,5,3,2,4,7,15,0
30059,Male,Yes,58,Eco,199,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,0
17968,Female,Yes,16,Eco,500,1,5,1,3,3,1,3,3,3,3,4,5,4,3,0,8,0
114262,Female,Yes,58,Business,2127,4,2,2,2,2,3,4,4,4,4,4,3,4,3,1,0,0
12830,Female,No,25,Eco,528,1,4,1,5,1,1,1,1,5,5,2,2,1,1,0,0,0
102758,Male,No,26,Business,1618,3,3,3,1,2,3,2,2,4,2,3,5,5,2,0,0,0
36998,Male,Yes,11,Eco,899,1,3,1,3,4,1,3,4,3,1,4,5,5,4,0,0,0
123360,Male,Yes,43,Business,644,2,2,5,5,1,4,4,2,2,2,2,4,2,3,0,0,0
89932,Male,No,47,Eco,906,3,3,3,4,1,3,3,1,5,2,5,2,4,1,13,0,0
4694,Female,Yes,46,Eco,364,3,3,3,3,3,3,3,4,3,3,2,3,3,3,137,119,0
35983,Female,Yes,37,Business,2496,2,2,2,3,2,4,4,3,4,2,3,4,2,4,0,0,0
85640,Male,Yes,33,Eco,259,2,3,0,4,4,0,4,4,2,2,1,1,5,4,0,0,0
105457,Male,Yes,10,Eco,998,3,5,3,3,4,3,4,4,5,5,5,5,5,4,4,0,0
12550,Female,Yes,34,Eco,788,3,3,3,4,2,3,2,2,3,2,4,4,3,2,51,54,0
32775,Male,Yes,57,Business,3242,5,5,5,5,4,5,5,5,5,5,5,2,5,3,0,0,1
67446,Male,Yes,19,Eco,592,3,3,2,1,5,2,5,5,4,3,2,5,1,5,3,16,0
33662,Male,Yes,38,Eco Plus,399,5,5,5,5,5,5,5,5,4,4,2,4,2,5,0,0,1
5092,Male,Yes,52,Eco,122,5,1,1,1,5,5,5,5,3,1,2,2,1,5,0,0,1
124370,Female,Yes,59,Business,2349,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0,1
68601,Female,No,22,Eco,1084,3,3,3,3,3,3,5,3,3,3,4,3,5,3,0,0,0
18108,Male,Yes,46,Eco,651,3,3,3,3,3,3,3,3,3,4,3,3,4,3,156,147,0
74996,Male,No,33,Business,2454,4,4,4,1,1,4,1,1,4,5,4,3,4,1,0,19,0
112740,Female,Yes,29,Business,605,2,2,2,2,4,4,4,4,3,4,5,3,4,4,12,0,1
127237,Female,Yes,54,Business,1460,1,1,1,1,3,5,5,4,4,4,4,3,4,5,0,0,1
121946,Male,Yes,41,Business,430,1,1,1,1,3,4,4,5,5,5,5,5,5,4,64,67,1
110615,Male,No,29,Business,727,3,3,3,4,1,3,5,1,3,4,5,4,5,1,0,0,0
124737,Female,Yes,44,Business,399,3,3,3,3,5,4,4,4,4,4,4,4,4,5,0,4,1
32000,Male,Yes,48,Business,216,1,2,1,3,2,3,3,4,4,1,4,4,4,3,2,5,0
9807,Female,Yes,40,Business,1832,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0,1
2047,Female,Yes,42,Business,3770,5,5,5,5,3,4,5,4,4,4,4,4,4,4,11,4,1
117822,Female,Yes,17,Eco,328,2,4,2,3,5,2,5,5,3,1,2,4,5,5,3,11,0
39214,Female,No,23,Eco,67,5,0,5,5,5,5,5,5,2,5,5,5,5,5,15,6,1
110369,Male,Yes,38,Business,1730,4,4,1,4,2,5,5,4,4,4,4,5,4,3,12,11,1
120532,Female,Yes,7,Eco Plus,96,1,4,1,1,4,1,4,4,4,3,5,3,4,4,0,0,0
18992,Male,Yes,21,Eco,388,1,4,1,5,5,1,1,5,3,4,5,4,5,5,0,0,0
94974,Male,Yes,38,Business,1624,4,2,2,2,4,3,3,3,3,3,4,1,3,4,7,6,0
65103,Male,Yes,11,Eco,282,2,1,4,3,4,5,4,2,3,2,2,4,3,4,148,156,0
72816,Female,Yes,31,Eco Plus,1045,5,3,5,1,5,5,5,5,5,3,1,2,3,5,10,2,1
18133,Female,Yes,55,Eco,120,1,5,1,3,1,5,5,3,4,4,5,5,4,5,191,258,0
129467,Male,Yes,53,Business,2704,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,6,1
39646,Male,Yes,36,Eco,1190,2,4,2,2,1,2,1,1,5,3,5,4,5,1,5,11,0
58357,Female,Yes,55,Eco,646,3,5,5,5,5,3,2,3,3,3,3,3,3,3,0,0,0
48491,Female,Yes,29,Business,909,4,2,2,2,4,4,4,4,1,3,4,3,3,4,0,0,0
13250,Female,Yes,36,Business,3402,2,2,2,2,4,1,2,4,4,4,4,3,4,3,0,0,1
40371,Male,Yes,44,Business,2354,5,4,4,4,4,3,4,5,5,4,5,2,5,4,11,16,0
63600,Female,Yes,56,Business,1440,3,3,3,3,4,5,5,4,3,4,4,5,3,5,248,262,1
4270,Female,Yes,53,Business,1820,5,5,5,5,2,5,4,4,4,4,4,5,4,5,0,11,1
102136,Female,Yes,40,Business,1788,5,5,5,5,4,4,4,5,5,5,5,5,5,5,84,92,1
107994,Male,Yes,71,Eco,271,4,3,3,3,4,4,4,4,1,1,3,4,3,4,23,6,0
33879,Male,No,31,Eco,994,4,4,4,3,5,4,5,5,1,5,3,1,4,5,36,41,0
112090,Female,No,25,Business,1062,3,0,2,1,5,2,5,5,5,3,5,5,4,5,40,25,0
59788,Female,Yes,11,Eco,895,1,1,1,1,3,1,4,3,3,1,2,3,1,3,16,3,0
108265,Male,Yes,49,Eco,495,4,3,3,3,4,4,4,4,1,3,2,4,5,4,10,0,1
11652,Female,Yes,46,Eco,837,2,3,3,3,4,3,2,2,2,2,2,3,2,2,0,11,0
86170,Male,Yes,60,Business,2503,3,3,3,3,4,5,4,4,4,4,4,3,4,3,6,0,1
110112,Male,Yes,52,Business,882,5,5,5,5,2,4,4,2,2,2,2,4,2,4,0,15,1
66016,Male,Yes,41,Business,1055,2,2,5,2,5,4,5,4,4,5,4,5,4,4,0,0,1
33877,Male,Yes,66,Business,994,1,0,0,3,3,3,4,1,1,0,1,2,1,4,0,0,0
23128,Female,Yes,53,Business,223,5,5,5,5,5,5,5,4,4,4,3,4,4,2,0,0,1
102145,Male,No,21,Eco,488,4,4,4,1,1,4,1,1,4,5,4,3,4,1,0,0,1
94116,Female,Yes,42,Business,248,3,5,3,1,2,5,5,3,3,3,2,5,3,5,5,1,0
9123,Female,Yes,30,Eco,765,1,4,2,1,5,2,5,5,3,4,4,4,5,5,0,0,0
80997,Male,Yes,23,Eco,297,2,5,2,4,5,2,5,5,5,5,5,4,5,5,31,19,0
41321,Female,Yes,43,Eco,802,3,5,3,3,2,4,5,4,4,3,4,3,4,3,0,0,0
3789,Male,No,39,Eco,199,2,2,2,3,1,2,1,1,4,2,4,2,3,1,50,32,0
63260,Male,Yes,44,Business,3208,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,0,1
115336,Male,No,39,Eco,308,4,1,4,4,2,4,2,2,2,4,3,4,4,2,40,38,0
24681,Male,Yes,52,Business,3791,3,3,3,3,4,1,4,5,5,5,5,4,5,4,0,0,1
12532,Female,No,20,Eco,871,2,2,2,3,4,2,4,4,4,1,1,1,2,4,0,0,0
3967,Male,Yes,12,Eco,764,4,5,3,1,1,3,1,1,3,1,5,2,1,1,4,27,0
34065,Male,Yes,30,Eco,1674,4,3,4,1,5,4,5,5,4,1,1,3,4,5,0,0,1
125004,Female,No,35,Eco,184,3,3,2,5,1,2,4,1,1,3,5,3,3,1,0,0,0
121008,Female,Yes,64,Eco,992,3,4,3,1,2,4,4,5,5,3,5,5,5,5,24,10,0
33542,Female,Yes,51,Business,474,3,3,3,4,4,2,4,3,3,3,3,2,3,2,0,0,0
91855,Male,Yes,46,Eco,1797,2,5,2,5,4,2,4,4,2,5,5,4,3,4,0,0,0
1029,Female,Yes,47,Business,2739,2,2,2,2,3,2,2,4,4,4,4,2,4,5,0,0,1
26556,Female,No,27,Business,515,3,3,3,2,2,3,2,2,5,3,4,3,5,2,68,61,0
13132,Male,Yes,33,Business,2802,3,3,3,3,4,4,4,4,4,1,4,5,2,4,4,3,1
107856,Male,Yes,51,Business,1644,2,2,2,2,4,5,5,5,5,5,5,4,5,5,9,0,1
25565,Male,Yes,24,Business,2013,2,2,2,2,4,4,4,4,5,3,2,5,4,4,9,16,1
127426,Male,Yes,21,Eco,868,1,3,1,3,1,1,1,1,5,4,2,2,4,1,0,0,0
105941,Male,Yes,50,Eco,1491,2,4,2,3,4,2,4,4,4,2,3,3,3,4,0,4,0
2170,Male,Yes,52,Eco,624,2,3,3,3,2,2,2,2,1,3,3,4,4,2,0,20,0
94881,Female,Yes,39,Eco,239,4,1,3,1,4,3,4,4,2,1,2,4,3,4,0,1,0
77014,Male,Yes,56,Business,368,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0,1
56702,Male,Yes,36,Eco,1068,4,5,4,2,3,4,3,3,5,4,5,3,5,3,14,1,1
42064,Male,Yes,48,Eco,116,2,5,2,1,4,2,4,4,1,4,3,1,3,4,0,1,0
35955,Female,No,36,Eco,231,3,1,2,3,1,2,1,1,2,5,4,3,4,1,0,0,0
82864,Male,Yes,29,Business,2435,1,1,1,1,5,5,5,5,3,3,5,3,4,5,8,0,1
116379,Male,Yes,14,Eco,308,4,5,4,4,2,4,1,2,4,3,5,4,5,2,0,0,0
52678,Male,Yes,32,Eco,119,2,1,2,3,3,2,3,3,3,1,3,4,3,3,0,0,0
50570,Female,Yes,49,Eco,89,4,3,4,4,1,4,4,3,3,4,3,1,3,3,22,13,0
117985,Male,Yes,53,Eco,255,4,4,4,4,2,4,2,2,4,4,4,4,5,2,0,0,0
116781,Female,Yes,18,Eco Plus,446,3,5,3,1,5,3,5,5,4,2,4,3,5,5,0,0,0
88573,Male,Yes,57,Eco,250,2,5,2,5,4,2,4,4,5,4,5,4,5,4,0,0,0
44400,Female,No,40,Business,323,4,4,4,5,4,3,3,1,1,4,4,3,4,3,106,143,1
20994,Male,Yes,48,Eco Plus,689,5,5,5,5,5,5,5,5,4,3,4,1,4,5,10,6,1
119854,Female,Yes,63,Business,3669,3,3,3,3,3,4,5,5,5,5,5,1,5,3,0,0,1
110612,Female,Yes,69,Eco Plus,551,0,4,0,4,5,3,4,5,5,0,5,4,5,1,4,0,1
31600,Male,Yes,34,Eco,602,4,4,4,3,4,5,5,5,4,5,4,5,5,5,130,140,0
62453,Female,No,43,Business,1744,2,3,3,3,1,2,2,1,3,2,3,4,5,1,11,0,0
80886,Female,No,24,Eco Plus,692,1,2,1,3,3,1,3,3,2,1,4,1,3,3,2,7,0
15361,Female,Yes,25,Business,3937,3,3,3,3,4,4,4,4,2,5,2,2,1,4,47,44,1
95680,Female,No,26,Business,237,2,2,2,3,5,2,5,5,3,4,2,2,3,5,15,11,0
36333,Male,No,25,Eco,395,2,4,2,5,1,2,1,1,2,1,5,1,5,1,0,1,0
107660,Male,Yes,46,Business,251,1,1,1,1,3,4,5,4,4,4,4,4,4,3,9,1,1
70101,Male,Yes,60,Business,3591,5,5,5,5,2,4,4,5,5,5,5,5,5,4,97,108,1
82109,Female,Yes,16,Eco,1276,2,2,2,4,2,2,3,2,2,5,2,2,3,2,9,8,0
6082,Female,No,20,Business,672,4,4,4,3,3,4,5,3,3,3,4,3,4,3,1,0,1
81434,Male,Yes,39,Eco,448,3,3,3,3,5,3,5,5,1,5,2,1,2,5,100,81,0
118389,Female,No,22,Eco,651,2,3,3,3,1,3,1,1,1,4,3,2,4,1,40,44,0
118525,Male,Yes,19,Business,3381,4,4,4,4,3,3,3,3,4,3,5,3,5,3,0,0,1
1125,Male,Yes,22,Eco,309,3,4,3,1,2,3,2,2,4,4,5,3,5,2,6,4,0
107793,Female,Yes,49,Business,349,2,1,2,1,2,3,3,2,2,2,2,2,2,4,27,12,0
59450,Female,Yes,46,Business,3217,2,2,2,2,4,5,4,4,4,4,4,3,4,3,5,9,1
23851,Female,Yes,23,Business,552,4,4,4,4,2,2,2,2,2,1,4,4,5,2,0,2,1
113766,Male,Yes,28,Eco,197,4,5,0,2,5,0,5,5,4,5,4,5,5,5,19,11,0
96027,Female,No,21,Eco,1235,3,3,3,3,5,3,5,5,3,3,4,1,3,5,25,19,0
37674,Male,Yes,39,Eco,972,4,4,4,3,4,4,4,4,5,3,4,5,5,4,0,0,0
111432,Male,No,11,Eco,896,1,1,1,4,5,1,5,5,3,3,3,1,3,5,17,15,0
105922,Female,Yes,47,Eco Plus,283,4,4,4,2,4,5,4,5,5,4,4,4,5,4,37,31,1
97453,Male,Yes,52,Business,484,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,1
86541,Female,Yes,41,Eco,762,1,5,1,1,3,1,4,3,5,3,5,3,5,3,0,0,0
124414,Female,No,46,Business,1044,3,3,3,1,5,3,5,5,3,3,5,5,4,5,53,41,0
8357,Male,No,23,Business,701,4,0,4,2,1,4,1,1,4,4,5,5,4,1,0,0,1
5137,Female,Yes,70,Eco,184,2,4,2,4,3,4,5,2,2,2,3,3,2,3,3,0,0
99091,Male,Yes,40,Business,2644,5,5,5,5,4,4,5,5,5,5,5,4,5,3,44,36,1
63117,Male,Yes,41,Business,337,1,1,1,1,3,5,5,5,5,4,5,5,5,3,10,7,1
33776,Male,Yes,69,Business,588,3,5,3,2,5,4,4,5,5,3,4,4,5,5,16,14,0
117914,Female,Yes,64,Business,365,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0,1
97377,Male,Yes,64,Eco,872,4,4,4,3,3,4,3,3,2,5,2,1,3,3,3,0,0
80687,Male,No,38,Business,874,4,4,4,4,2,4,2,2,3,4,5,4,4,2,16,15,1
91295,Male,Yes,49,Business,406,5,5,5,5,2,5,4,4,4,4,4,5,4,3,0,0,1
112236,Female,Yes,49,Business,1506,1,1,1,1,4,4,5,5,5,5,5,4,5,3,8,13,1
79906,Female,Yes,51,Business,1096,4,4,4,4,3,4,4,4,4,5,4,5,4,4,0,15,1
74694,Male,Yes,61,Eco,1235,2,5,2,4,3,2,3,3,3,2,4,5,4,3,0,10,0
98987,Female,Yes,54,Eco,479,2,5,2,1,1,3,2,4,4,2,4,4,4,5,0,0,0
58565,Male,Yes,62,Business,416,2,2,2,2,4,5,4,5,5,5,5,5,5,5,11,2,1
121295,Male,Yes,44,Business,2067,3,3,3,3,5,4,4,2,2,2,2,5,2,5,0,6,1
36983,Male,Yes,46,Eco,759,4,3,3,3,4,4,4,4,1,1,3,2,1,4,0,0,1
13436,Male,Yes,48,Business,1929,4,5,5,5,2,4,3,4,4,4,4,4,4,1,15,14,0
82643,Male,Yes,16,Eco Plus,528,2,5,2,2,3,2,3,3,5,3,5,4,5,3,3,0,0
10493,Female,Yes,40,Business,140,5,5,5,5,3,4,4,4,4,4,5,4,4,3,0,0,1
36783,Female,No,15,Eco,2602,3,3,3,4,3,4,4,4,5,4,4,4,4,4,26,17,0
11364,Male,Yes,30,Eco,191,3,5,3,2,3,3,2,3,3,4,4,3,4,3,42,40,0
87453,Female,Yes,45,Business,1566,0,0,0,1,4,5,5,4,4,4,4,3,4,4,0,0,1
52739,Male,Yes,50,Eco,2306,4,5,5,5,4,4,4,4,4,5,5,3,4,4,0,0,1
98516,Female,Yes,34,Business,2049,4,4,4,4,1,1,4,5,5,5,5,1,5,1,0,0,1
121606,Male,Yes,26,Eco,936,1,4,1,4,2,1,5,2,4,3,4,3,5,2,10,65,0
50755,Female,Yes,47,Eco,156,1,4,1,3,5,4,5,4,4,1,4,4,4,3,0,0,0
68728,Female,Yes,75,Eco Plus,175,4,2,2,2,5,4,1,4,4,4,4,3,4,5,0,0,1
104775,Male,No,50,Business,587,2,3,3,3,1,2,1,1,5,4,5,5,4,1,53,47,0
23858,Female,No,24,Eco,552,2,1,2,3,1,2,1,1,2,1,2,2,3,1,0,0,0
44569,Male,Yes,57,Eco,177,5,2,4,4,5,5,5,5,4,4,5,4,4,5,0,0,1
57652,Female,No,37,Eco,200,2,2,2,3,4,2,4,4,4,4,3,3,4,4,77,75,0
14042,Male,No,34,Business,363,3,4,4,1,1,4,1,1,1,5,5,3,2,1,0,0,0
52546,Male,Yes,41,Business,2336,2,2,2,2,1,2,1,5,5,4,5,5,5,4,0,0,1
89367,Male,No,22,Business,1541,0,4,0,4,2,0,1,2,5,4,4,4,4,2,72,63,1
37832,Male,Yes,52,Eco,937,5,4,4,4,5,5,5,5,2,5,4,5,1,5,9,18,1
108560,Female,Yes,21,Eco,735,4,1,4,3,1,4,1,1,2,1,3,1,3,1,0,0,0
29472,Female,Yes,14,Business,1107,2,2,2,3,3,2,3,3,2,1,3,3,3,3,0,0,0
80266,Female,Yes,29,Eco,488,2,1,2,3,5,2,3,5,2,5,4,2,3,5,0,0,0
71593,Male,Yes,33,Eco,1182,1,5,5,5,1,1,1,1,2,2,4,3,4,1,23,19,0
105025,Male,Yes,39,Eco,255,1,3,3,3,1,1,1,1,4,3,3,2,4,1,0,0,0
37122,Female,Yes,38,Eco,1046,5,3,3,3,5,5,5,5,2,3,4,3,5,5,0,0,1
102780,Female,No,27,Eco,1099,1,1,1,4,3,1,3,3,1,3,4,4,3,3,6,8,0
38256,Female,No,24,Eco,1180,4,4,4,2,4,4,4,4,2,3,1,4,1,4,69,58,1
72934,Male,Yes,46,Business,3033,4,4,4,4,4,4,4,3,2,5,5,4,5,4,243,244,1
17660,Male,Yes,61,Business,2717,1,2,2,2,5,3,4,1,1,1,1,4,1,3,0,0,0
39839,Male,Yes,37,Eco,272,4,3,3,3,4,4,4,4,5,5,2,5,4,4,0,0,1
10794,Female,Yes,42,Business,2344,1,1,1,1,5,5,5,4,2,4,5,5,4,5,146,151,1
102875,Female,No,25,Eco,472,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0,0,1
45358,Female,Yes,48,Eco,461,1,3,1,3,2,3,4,1,1,1,1,3,1,4,0,0,0
92360,Male,Yes,52,Business,1947,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,0,1
97591,Male,Yes,45,Business,2004,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0,1
47808,Male,No,49,Eco,838,3,3,3,1,2,3,2,2,4,5,2,4,3,2,0,0,0
53896,Female,Yes,49,Eco,224,2,5,0,1,4,4,5,3,3,0,3,5,3,3,0,0,0
32822,Female,Yes,61,Business,2535,1,1,1,1,5,3,5,4,4,4,5,3,4,1,0,2,1
21823,Female,Yes,58,Eco,907,3,4,4,4,2,3,3,3,3,3,3,3,3,1,0,0,0
111527,Male,Yes,45,Business,3700,2,2,2,2,3,4,4,5,5,5,5,4,5,3,77,86,1
30160,Male,Yes,18,Eco,399,2,4,2,2,3,2,3,3,5,2,4,3,5,3,10,21,0
57738,Male,Yes,53,Eco Plus,1754,4,5,5,5,4,4,4,4,2,5,4,3,3,4,4,0,0
98097,Female,Yes,52,Business,3345,5,5,5,5,2,4,4,4,4,4,4,4,4,3,5,5,1
60533,Male,Yes,19,Eco,862,2,5,2,2,1,2,1,1,5,2,4,3,4,1,19,4,0
105541,Male,No,19,Eco,611,1,3,1,3,3,1,3,3,4,2,4,1,3,3,0,0,0
36555,Male,No,12,Business,1121,5,0,5,1,3,0,3,3,2,4,5,3,5,3,22,3,1
5011,Male,Yes,9,Eco,502,2,5,3,1,3,2,2,1,4,3,5,2,3,2,158,160,0
51705,Female,Yes,48,Business,1972,5,4,4,4,1,2,2,1,1,2,5,1,1,1,0,0,0
37069,Male,No,17,Eco,1072,3,3,3,2,5,3,5,5,1,2,5,3,1,5,0,2,0
86756,Male,Yes,11,Eco,821,2,4,2,4,4,2,4,4,5,5,4,4,5,4,0,0,0
6582,Male,Yes,42,Business,207,4,4,4,4,4,5,3,4,4,4,4,3,4,1,0,0,1
67344,Male,Yes,11,Eco,1471,4,4,4,4,5,4,5,5,4,4,3,5,4,5,0,0,0
64050,Female,No,35,Business,921,2,2,2,3,4,2,1,4,3,3,4,5,5,4,7,0,0
37352,Male,No,30,Eco,828,3,2,2,3,4,2,4,4,1,2,5,2,2,4,0,0,0
66581,Male,No,36,Business,761,2,1,1,4,4,1,4,4,4,4,5,5,5,4,0,1,0
